54.0,-66.0,-57.0,-12.0,-5.0,1.0,2.0,0.0,;12.0,25.0,-13.0,2.0,8.0,2.0,-3.0,-1.0,;-9.0,25.0,6.0,-2.0,1.0,-0.0,-2.0,0.0,;-13.0,-20.0,-5.0,-1.0,-3.0,-0.0,0.0,0.0,;-1.0,-1.0,-0.0,-0.0,1.0,1.0,1.0,0.0,;-0.0,-3.0,2.0,-1.0,-0.0,2.0,0.0,-0.0,;-1.0,-1.0,0.0,1.0,0.0,0.0,-0.0,0.0,;-0.0,-0.0,0.0,1.0,0.0,0.0,-0.0,0.0,;
65.0,41.0,15.0,2.0,3.0,2.0,0.0,-2.0,;-19.0,-34.0,15.0,1.0,4.0,-1.0,-1.0,-1.0,;7.0,-21.0,-2.0,-4.0,2.0,-2.0,-0.0,1.0,;6.0,25.0,-10.0,-3.0,-1.0,-0.0,1.0,-0.0,;1.0,4.0,1.0,-0.0,-2.0,0.0,0.0,0.0,;-1.0,4.0,3.0,-1.0,-1.0,-1.0,0.0,0.0,;-1.0,0.0,1.0,-0.0,-0.0,-1.0,0.0,0.0,;-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,;
53.0,-11.0,14.0,1.0,-8.0,4.0,1.0,-0.0,;0.0,38.0,1.0,5.0,11.0,-2.0,-1.0,-1.0,;21.0,-7.0,15.0,-4.0,7.0,-2.0,2.0,0.0,;12.0,-20.0,-1.0,-3.0,2.0,2.0,-1.0,-2.0,;4.0,7.0,-2.0,-4.0,1.0,0.0,0.0,-0.0,;3.0,-2.0,1.0,2.0,0.0,1.0,-0.0,0.0,;-2.0,2.0,-1.0,1.0,1.0,0.0,-0.0,0.0,;-2.0,1.0,-1.0,1.0,0.0,0.0,-0.0,0.0,;
79.0,-17.0,-12.0,-10.0,6.0,1.0,-3.0,2.0,;26.0,-12.0,34.0,14.0,-12.0,1.0,-3.0,-0.0,;25.0,37.0,25.0,-9.0,1.0,1.0,-2.0,2.0,;15.0,8.0,-13.0,2.0,-0.0,0.0,3.0,-1.0,;4.0,-5.0,6.0,-2.0,-0.0,0.0,0.0,-0.0,;2.0,-3.0,-2.0,-2.0,0.0,-1.0,2.0,-1.0,;-1.0,0.0,-1.0,-1.0,-1.0,1.0,-0.0,-0.0,;-0.0,0.0,-1.0,-1.0,-0.0,0.0,-0.0,-0.0,;
41.0,-31.0,-22.0,9.0,10.0,6.0,1.0,-0.0,;-5.0,-25.0,18.0,5.0,12.0,-1.0,-0.0,-1.0,;117.0,6.0,-1.0,-16.0,-0.0,0.0,0.0,0.0,;8.0,7.0,-13.0,-2.0,-1.0,-0.0,-1.0,-0.0,;-31.0,13.0,1.0,0.0,-0.0,-1.0,0.0,0.0,;1.0,-3.0,3.0,1.0,1.0,0.0,0.0,-0.0,;0.0,-2.0,1.0,0.0,-1.0,-0.0,0.0,-0.0,;-1.0,-0.0,-1.0,1.0,-1.0,-0.0,0.0,-0.0,;
24.0,-30.0,5.0,20.0,-3.0,1.0,-1.0,-1.0,;49.0,12.0,6.0,13.0,8.0,3.0,1.0,-1.0,;76.0,-23.0,-16.0,7.0,2.0,2.0,1.0,-0.0,;-19.0,-19.0,-10.0,-14.0,0.0,1.0,3.0,1.0,;-24.0,-6.0,-3.0,-2.0,-2.0,1.0,1.0,1.0,;7.0,3.0,-0.0,-1.0,-1.0,-1.0,0.0,0.0,;3.0,2.0,-1.0,-1.0,0.0,-0.0,0.0,0.0,;0.0,0.0,-1.0,-1.0,0.0,-0.0,0.0,0.0,;
87.0,-23.0,-19.0,3.0,1.0,4.0,-3.0,-1.0,;-50.0,17.0,9.0,8.0,4.0,-2.0,1.0,1.0,;46.0,23.0,-9.0,7.0,3.0,2.0,0.0,0.0,;45.0,-25.0,13.0,-7.0,-2.0,-0.0,1.0,0.0,;-22.0,-9.0,5.0,-3.0,-0.0,-0.0,0.0,0.0,;-6.0,4.0,4.0,-3.0,1.0,2.0,0.0,0.0,;2.0,2.0,-1.0,-1.0,0.0,0.0,0.0,0.0,;2.0,1.0,-1.0,-1.0,-0.0,0.0,0.0,0.0,;
13.0,-3.0,-7.0,-2.0,-2.0,1.0,1.0,1.0,;-19.0,19.0,2.0,-4.0,-7.0,-2.0,2.0,0.0,;-13.0,17.0,-8.0,-3.0,-1.0,-1.0,-1.0,-1.0,;11.0,14.0,24.0,3.0,3.0,2.0,1.0,1.0,;27.0,-5.0,3.0,3.0,0.0,-0.0,-1.0,0.0,;7.0,-2.0,-0.0,2.0,-0.0,2.0,-0.0,0.0,;-2.0,-1.0,0.0,0.0,-0.0,-0.0,0.0,0.0,;-2.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,;
129.0,-87.0,-50.0,2.0,-10.0,6.0,-1.0,-1.0,;-21.0,-12.0,11.0,7.0,11.0,-1.0,1.0,-1.0,;-15.0,-10.0,-8.0,-1.0,-8.0,1.0,3.0,0.0,;-13.0,-4.0,18.0,3.0,-0.0,1.0,-0.0,-0.0,;-6.0,-7.0,9.0,3.0,0.0,-0.0,-0.0,-1.0,;-6.0,-1.0,2.0,-0.0,-1.0,-1.0,-0.0,-1.0,;-1.0,3.0,2.0,-1.0,-0.0,-1.0,-0.0,-0.0,;-1.0,1.0,1.0,-1.0,-0.0,-1.0,-0.0,-0.0,;
165.0,41.0,-40.0,-12.0,-9.0,4.0,-3.0,0.0,;7.0,59.0,5.0,6.0,1.0,-0.0,0.0,0.0,;28.0,-9.0,10.0,-0.0,-1.0,-1.0,-1.0,0.0,;7.0,11.0,-14.0,1.0,0.0,-0.0,-0.0,0.0,;5.0,15.0,-3.0,0.0,1.0,0.0,0.0,-0.0,;-8.0,1.0,0.0,1.0,-0.0,1.0,0.0,-0.0,;-1.0,-1.0,2.0,-0.0,-1.0,1.0,0.0,0.0,;-1.0,-1.0,1.0,-0.0,-1.0,0.0,-0.0,0.0,;
85.0,-61.0,-26.0,-31.0,-5.0,4.0,-2.0,1.0,;5.0,-8.0,4.0,5.0,-24.0,-2.0,1.0,-1.0,;-11.0,-8.0,3.0,-4.0,6.0,2.0,2.0,0.0,;4.0,-20.0,12.0,-13.0,2.0,-0.0,-0.0,-0.0,;6.0,22.0,9.0,-2.0,-0.0,-1.0,0.0,-0.0,;2.0,7.0,-3.0,-0.0,1.0,-2.0,0.0,0.0,;-2.0,2.0,-1.0,1.0,-0.0,-1.0,-0.0,-0.0,;-1.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,0.0,;
-90.0,133.0,-9.0,6.0,-2.0,-3.0,1.0,1.0,;-78.0,39.0,48.0,-1.0,3.0,-2.0,-4.0,-3.0,;-5.0,-22.0,40.0,15.0,-2.0,3.0,-1.0,-2.0,;6.0,20.0,-5.0,10.0,9.0,-0.0,0.0,-1.0,;8.0,-8.0,2.0,1.0,1.0,0.0,-1.0,-1.0,;-0.0,3.0,3.0,1.0,-0.0,1.0,-0.0,-0.0,;0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,;1.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,;
-2.0,-147.0,-34.0,0.0,-23.0,4.0,-2.0,0.0,;142.0,-12.0,-70.0,20.0,-0.0,2.0,-0.0,-2.0,;-17.0,14.0,-0.0,-5.0,5.0,-2.0,1.0,-0.0,;18.0,13.0,15.0,1.0,-5.0,-0.0,-1.0,0.0,;-5.0,13.0,-3.0,2.0,2.0,-0.0,-1.0,0.0,;3.0,-1.0,-1.0,1.0,1.0,-0.0,-1.0,-0.0,;-0.0,1.0,-0.0,1.0,0.0,-0.0,0.0,0.0,;1.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,;
119.0,-124.0,0.0,3.0,-5.0,-3.0,-1.0,3.0,;-24.0,-21.0,19.0,8.0,-11.0,-0.0,-0.0,1.0,;-29.0,18.0,10.0,-1.0,-1.0,0.0,3.0,0.0,;-0.0,-6.0,-6.0,-1.0,3.0,-0.0,-2.0,2.0,;-11.0,-4.0,-3.0,-1.0,6.0,-1.0,-2.0,-0.0,;5.0,-1.0,-1.0,-2.0,2.0,-0.0,-1.0,1.0,;1.0,-1.0,-2.0,-0.0,1.0,-1.0,-0.0,-0.0,;1.0,-1.0,-1.0,-0.0,1.0,-0.0,-0.0,-0.0,;
216.0,42.0,-45.0,-6.0,-2.0,2.0,-2.0,0.0,;18.0,-6.0,-8.0,3.0,-8.0,2.0,0.0,0.0,;-26.0,-7.0,30.0,-7.0,-2.0,5.0,-4.0,1.0,;-14.0,2.0,-9.0,1.0,-0.0,-1.0,-0.0,-1.0,;-8.0,7.0,-1.0,3.0,-1.0,1.0,1.0,0.0,;3.0,-5.0,1.0,-0.0,0.0,-0.0,0.0,0.0,;1.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,;1.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,;
143.0,-73.0,-12.0,40.0,2.0,-4.0,-6.0,-2.0,;2.0,-18.0,11.0,-1.0,-13.0,2.0,-3.0,0.0,;-34.0,30.0,1.0,-15.0,-5.0,2.0,0.0,-1.0,;4.0,-27.0,20.0,-2.0,-1.0,1.0,-1.0,0.0,;-4.0,-16.0,5.0,-5.0,-3.0,0.0,1.0,-0.0,;1.0,-3.0,2.0,1.0,-1.0,-1.0,1.0,-0.0,;-1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,-0.0,;-0.0,1.0,-0.0,1.0,-0.0,-1.0,0.0,-0.0,;
39.0,17.0,19.0,19.0,1.0,3.0,-2.0,-0.0,;27.0,9.0,18.0,25.0,3.0,-3.0,-4.0,-2.0,;16.0,36.0,4.0,-1.0,3.0,-6.0,-1.0,-2.0,;-18.0,12.0,10.0,2.0,-2.0,2.0,0.0,0.0,;-9.0,-3.0,4.0,0.0,0.0,1.0,0.0,0.0,;3.0,-0.0,-0.0,-3.0,0.0,-0.0,0.0,0.0,;2.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,;1.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,;
73.0,-25.0,-13.0,28.0,8.0,4.0,-1.0,-4.0,;46.0,-7.0,-7.0,-10.0,-0.0,-0.0,-1.0,2.0,;-14.0,-2.0,4.0,-0.0,-3.0,-5.0,1.0,5.0,;-26.0,-2.0,16.0,-2.0,-1.0,-0.0,-1.0,-2.0,;-12.0,3.0,-1.0,-2.0,-1.0,-1.0,1.0,1.0,;3.0,0.0,3.0,-1.0,1.0,0.0,0.0,0.0,;0.0,-1.0,1.0,-1.0,1.0,-0.0,0.0,-0.0,;1.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,;
-1.0,21.0,-17.0,12.0,2.0,5.0,3.0,0.0,;1.0,-5.0,7.0,-2.0,2.0,-1.0,-4.0,-2.0,;-15.0,8.0,-30.0,-3.0,5.0,-2.0,1.0,0.0,;6.0,28.0,7.0,4.0,-2.0,1.0,1.0,-1.0,;0.0,10.0,13.0,-2.0,0.0,0.0,-1.0,-1.0,;7.0,4.0,-1.0,-1.0,1.0,2.0,-0.0,-0.0,;3.0,1.0,1.0,1.0,1.0,0.0,-0.0,-0.0,;1.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.0,;
-9.0,11.0,1.0,-26.0,6.0,0.0,2.0,1.0,;-3.0,-27.0,-25.0,3.0,5.0,-1.0,1.0,2.0,;10.0,-32.0,-3.0,11.0,-2.0,1.0,0.0,1.0,;3.0,22.0,3.0,-2.0,-2.0,1.0,-1.0,-1.0,;4.0,0.0,8.0,-3.0,-1.0,1.0,-1.0,0.0,;-4.0,-2.0,2.0,-1.0,-0.0,1.0,0.0,0.0,;0.0,0.0,1.0,-1.0,-0.0,0.0,-0.0,0.0,;-0.0,-0.0,0.0,-1.0,-0.0,0.0,0.0,0.0,;
54.0,73.0,6.0,-3.0,-4.0,-9.0,1.0,2.0,;9.0,-76.0,8.0,11.0,17.0,0.0,-1.0,-2.0,;13.0,-11.0,11.0,-1.0,3.0,-4.0,-1.0,-0.0,;-17.0,-22.0,-1.0,-11.0,-2.0,2.0,1.0,-1.0,;-13.0,-7.0,2.0,1.0,-0.0,1.0,1.0,-1.0,;1.0,-2.0,-2.0,2.0,-2.0,0.0,1.0,0.0,;-0.0,0.0,-0.0,2.0,-1.0,-0.0,0.0,0.0,;0.0,0.0,-0.0,1.0,-1.0,-0.0,0.0,0.0,;
-124.0,78.0,4.0,17.0,1.0,3.0,-1.0,1.0,;9.0,47.0,-8.0,8.0,4.0,1.0,0.0,0.0,;18.0,-1.0,24.0,0.0,2.0,-1.0,0.0,-0.0,;9.0,-1.0,4.0,3.0,-1.0,-0.0,1.0,-0.0,;-8.0,3.0,1.0,-1.0,-0.0,0.0,0.0,0.0,;-5.0,2.0,-1.0,-2.0,-1.0,0.0,-0.0,0.0,;-1.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,;-0.0,-0.0,-1.0,0.0,-0.0,-0.0,0.0,-0.0,;
-3.0,-31.0,-55.0,-14.0,-10.0,-2.0,-1.0,-0.0,;13.0,38.0,-2.0,-1.0,-9.0,-2.0,-2.0,1.0,;12.0,-3.0,-4.0,-7.0,-2.0,0.0,1.0,0.0,;13.0,-22.0,-11.0,-1.0,0.0,1.0,-0.0,0.0,;0.0,-1.0,1.0,3.0,1.0,0.0,0.0,-0.0,;-1.0,3.0,-1.0,1.0,-1.0,-1.0,-0.0,-0.0,;-2.0,-0.0,-1.0,0.0,-1.0,-0.0,0.0,-0.0,;-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,;
-82.0,45.0,21.0,17.0,0.0,1.0,-2.0,-1.0,;-49.0,9.0,-6.0,-2.0,1.0,-1.0,-1.0,-1.0,;3.0,22.0,9.0,-2.0,2.0,-1.0,-0.0,-0.0,;1.0,26.0,-8.0,-9.0,1.0,0.0,1.0,0.0,;11.0,-3.0,-6.0,1.0,-0.0,0.0,0.0,0.0,;-1.0,-2.0,-2.0,1.0,-0.0,-0.0,0.0,0.0,;-0.0,-1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,;-0.0,-0.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,;
-89.0,-1.0,34.0,-15.0,-7.0,-0.0,-2.0,-0.0,;-95.0,11.0,-21.0,-3.0,7.0,1.0,1.0,0.0,;12.0,13.0,-13.0,11.0,-2.0,-1.0,0.0,-1.0,;-5.0,-7.0,2.0,2.0,0.0,-0.0,-1.0,0.0,;-1.0,-3.0,-1.0,-2.0,1.0,0.0,-1.0,0.0,;-1.0,-2.0,1.0,0.0,0.0,-1.0,-0.0,0.0,;-0.0,-1.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,;0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,;
-46.0,-36.0,7.0,-8.0,5.0,2.0,1.0,-0.0,;-14.0,-5.0,-5.0,-9.0,-1.0,-3.0,-1.0,1.0,;-3.0,1.0,8.0,2.0,-5.0,-2.0,2.0,-2.0,;-4.0,-4.0,-4.0,5.0,0.0,0.0,0.0,-0.0,;-2.0,-3.0,1.0,0.0,1.0,-1.0,0.0,0.0,;-0.0,1.0,1.0,-2.0,1.0,1.0,-0.0,0.0,;0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,;0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,;
-28.0,31.0,13.0,9.0,-1.0,-6.0,-2.0,0.0,;6.0,-26.0,-9.0,-7.0,2.0,4.0,-2.0,2.0,;1.0,4.0,2.0,-1.0,4.0,2.0,-0.0,0.0,;-2.0,13.0,4.0,-0.0,3.0,-1.0,-0.0,-1.0,;8.0,6.0,-1.0,2.0,-0.0,-0.0,1.0,-1.0,;1.0,2.0,1.0,-0.0,0.0,1.0,-0.0,0.0,;-0.0,1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,;-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,;
-33.0,11.0,-23.0,6.0,-0.0,1.0,1.0,-0.0,;-37.0,-19.0,1.0,-5.0,-2.0,0.0,-2.0,-0.0,;-5.0,-12.0,-10.0,4.0,3.0,-2.0,1.0,0.0,;5.0,-10.0,3.0,0.0,1.0,-1.0,2.0,-0.0,;3.0,5.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,;2.0,1.0,-0.0,1.0,-1.0,0.0,-0.0,0.0,;1.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,;0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,;
-43.0,-22.0,8.0,14.0,7.0,-1.0,2.0,0.0,;36.0,-14.0,25.0,-8.0,-3.0,5.0,1.0,-2.0,;1.0,10.0,6.0,-2.0,-2.0,3.0,-3.0,-1.0,;-0.0,-0.0,-2.0,3.0,1.0,-0.0,-0.0,1.0,;2.0,4.0,0.0,1.0,1.0,-0.0,-0.0,0.0,;-3.0,0.0,-1.0,1.0,0.0,-1.0,0.0,-0.0,;-1.0,1.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,;-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,;
-156.0,47.0,28.0,12.0,2.0,1.0,2.0,0.0,;26.0,6.0,5.0,5.0,7.0,1.0,2.0,1.0,;-3.0,-10.0,11.0,2.0,-1.0,-3.0,-0.0,-0.0,;-7.0,-2.0,-3.0,-0.0,1.0,0.0,1.0,-0.0,;-0.0,-5.0,-2.0,0.0,-0.0,0.0,1.0,-0.0,;-0.0,-2.0,-0.0,0.0,-1.0,-1.0,0.0,0.0,;1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,;0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,;
-168.0,12.0,17.0,-8.0,1.0,0.0,-3.0,-2.0,;-5.0,7.0,4.0,-2.0,-1.0,1.0,2.0,0.0,;-4.0,-4.0,-1.0,3.0,2.0,0.0,0.0,0.0,;5.0,1.0,-2.0,-0.0,1.0,1.0,0.0,-1.0,;2.0,2.0,1.0,2.0,-1.0,0.0,-0.0,-0.0,;2.0,0.0,-0.0,1.0,-1.0,0.0,0.0,0.0,;1.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,;0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,;
-170.0,43.0,1.0,-3.0,-17.0,5.0,1.0,-1.0,;13.0,-23.0,0.0,3.0,-4.0,3.0,-2.0,-0.0,;-6.0,4.0,10.0,2.0,4.0,-3.0,-2.0,1.0,;8.0,13.0,-2.0,-8.0,-2.0,-1.0,2.0,2.0,;7.0,9.0,-5.0,-6.0,-1.0,-0.0,1.0,1.0,;3.0,5.0,-2.0,-3.0,-1.0,-0.0,0.0,0.0,;2.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.0,;1.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,;
-27.0,-60.0,-75.0,-27.0,-22.0,2.0,0.0,-1.0,;-40.0,-61.0,16.0,28.0,8.0,-4.0,-1.0,0.0,;-0.0,-14.0,0.0,-0.0,12.0,5.0,-7.0,3.0,;-21.0,-30.0,-11.0,3.0,-1.0,5.0,3.0,-2.0,;13.0,2.0,-12.0,0.0,1.0,4.0,-0.0,-3.0,;10.0,5.0,-7.0,-1.0,1.0,1.0,0.0,-2.0,;1.0,1.0,-3.0,1.0,1.0,-1.0,1.0,-1.0,;1.0,1.0,-1.0,1.0,1.0,-1.0,0.0,-1.0,;
-142.0,31.0,12.0,6.0,3.0,7.0,3.0,-0.0,;74.0,-7.0,-17.0,-3.0,1.0,2.0,3.0,0.0,;28.0,-2.0,-13.0,0.0,5.0,1.0,2.0,0.0,;7.0,-13.0,-12.0,0.0,-3.0,1.0,2.0,1.0,;-2.0,-0.0,-0.0,1.0,0.0,-0.0,1.0,-0.0,;-8.0,-2.0,-1.0,-2.0,0.0,-0.0,0.0,0.0,;-3.0,1.0,0.0,-2.0,1.0,0.0,-0.0,0.0,;-1.0,1.0,0.0,-1.0,0.0,0.0,-0.0,0.0,;
-113.0,37.0,23.0,-0.0,-9.0,1.0,-2.0,-0.0,;22.0,20.0,12.0,14.0,13.0,-0.0,1.0,1.0,;-11.0,14.0,-13.0,-9.0,-2.0,-4.0,0.0,2.0,;9.0,-1.0,5.0,-0.0,1.0,1.0,0.0,0.0,;-2.0,1.0,-0.0,3.0,3.0,1.0,1.0,0.0,;1.0,1.0,-0.0,1.0,-1.0,1.0,0.0,0.0,;-1.0,-0.0,0.0,1.0,-0.0,0.0,0.0,0.0,;-1.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,0.0,;
-174.0,28.0,13.0,6.0,-0.0,-1.0,-1.0,-1.0,;23.0,13.0,7.0,-1.0,-2.0,0.0,-1.0,0.0,;-3.0,-16.0,-13.0,-5.0,-1.0,-0.0,0.0,0.0,;-1.0,-10.0,-9.0,2.0,-1.0,1.0,0.0,-0.0,;3.0,2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,;-1.0,2.0,0.0,-1.0,-1.0,-1.0,-0.0,-0.0,;-1.0,1.0,0.0,-1.0,-1.0,-0.0,-0.0,0.0,;-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,;
-203.0,-16.0,-12.0,25.0,2.0,-0.0,-0.0,0.0,;8.0,-20.0,-7.0,10.0,4.0,-3.0,-1.0,1.0,;11.0,0.0,-5.0,2.0,2.0,-0.0,-0.0,-0.0,;-4.0,-10.0,-1.0,2.0,-1.0,-0.0,-0.0,-0.0,;-1.0,2.0,-0.0,-1.0,-0.0,-0.0,0.0,0.0,;-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,;-1.0,1.0,-1.0,-0.0,0.0,0.0,0.0,-0.0,;-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,;
-238.0,-24.0,10.0,-15.0,6.0,-1.0,-1.0,1.0,;20.0,-23.0,7.0,-8.0,5.0,1.0,-1.0,1.0,;1.0,5.0,-15.0,2.0,1.0,-1.0,1.0,-1.0,;-4.0,12.0,-11.0,2.0,-0.0,-0.0,1.0,-1.0,;1.0,3.0,-2.0,0.0,-0.0,0.0,-0.0,0.0,;1.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,;1.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,;0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,;
-222.0,-5.0,13.0,-9.0,1.0,-1.0,2.0,1.0,;32.0,-4.0,9.0,-0.0,-1.0,2.0,1.0,1.0,;-5.0,1.0,-4.0,7.0,-0.0,2.0,-0.0,0.0,;-16.0,-6.0,-0.0,1.0,1.0,-0.0,0.0,-1.0,;-4.0,-3.0,-2.0,0.0,-1.0,-0.0,-0.0,-0.0,;-2.0,0.0,-1.0,1.0,-0.0,-0.0,-0.0,-0.0,;-0.0,1.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,;0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,;
-112.0,89.0,-87.0,-31.0,-6.0,-4.0,2.0,1.0,;-58.0,3.0,11.0,-2.0,-4.0,3.0,-2.0,1.0,;-21.0,-0.0,11.0,1.0,-5.0,-2.0,-1.0,0.0,;-3.0,-20.0,1.0,5.0,5.0,0.0,0.0,-0.0,;-2.0,-12.0,-1.0,-0.0,2.0,0.0,0.0,0.0,;3.0,1.0,1.0,-1.0,-1.0,-1.0,-0.0,0.0,;2.0,1.0,0.0,-1.0,-1.0,-0.0,-0.0,0.0,;1.0,1.0,-0.0,-0.0,-1.0,0.0,0.0,0.0,;
-166.0,58.0,19.0,2.0,-5.0,-6.0,-2.0,-1.0,;12.0,32.0,38.0,13.0,-10.0,-6.0,-5.0,-1.0,;6.0,-0.0,-3.0,1.0,2.0,-2.0,-1.0,-1.0,;-9.0,-4.0,-12.0,-1.0,4.0,2.0,1.0,0.0,;-11.0,-11.0,-4.0,-3.0,1.0,1.0,0.0,1.0,;-4.0,-3.0,-2.0,-1.0,-0.0,1.0,0.0,0.0,;-1.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,;-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,;
-203.0,-3.0,7.0,-8.0,7.0,-0.0,1.0,-1.0,;-11.0,-6.0,-2.0,6.0,2.0,2.0,1.0,-0.0,;-5.0,-2.0,3.0,-3.0,-0.0,1.0,2.0,1.0,;-5.0,-8.0,13.0,-3.0,1.0,-1.0,-1.0,-0.0,;-1.0,-1.0,-2.0,1.0,0.0,-1.0,-1.0,-0.0,;-2.0,1.0,-1.0,1.0,-1.0,0.0,-0.0,0.0,;-1.0,1.0,-1.0,0.0,-0.0,0.0,-0.0,0.0,;-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,;
3.0,-80.0,-97.0,-3.0,31.0,-2.0,-4.0,2.0,;28.0,-15.0,29.0,-7.0,8.0,-1.0,-5.0,3.0,;12.0,1.0,9.0,1.0,-7.0,1.0,2.0,3.0,;8.0,28.0,-0.0,-2.0,-0.0,1.0,0.0,-1.0,;-21.0,14.0,10.0,-1.0,-5.0,-0.0,1.0,-1.0,;-7.0,-2.0,-4.0,-0.0,-1.0,-2.0,1.0,0.0,;-3.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,-0.0,;-1.0,-1.0,-1.0,-2.0,-0.0,1.0,0.0,-0.0,;
21.0,126.0,5.0,-37.0,-6.0,-4.0,1.0,-3.0,;-14.0,-35.0,34.0,12.0,-4.0,-1.0,2.0,2.0,;-22.0,-43.0,-3.0,13.0,1.0,-2.0,-1.0,4.0,;5.0,-5.0,-30.0,1.0,-3.0,-0.0,2.0,1.0,;9.0,3.0,-2.0,-1.0,1.0,-3.0,-0.0,1.0,;3.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,;1.0,1.0,1.0,2.0,0.0,-0.0,-1.0,-0.0,;0.0,1.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,;
-31.0,-6.0,76.0,14.0,4.0,-1.0,3.0,-1.0,;-30.0,80.0,26.0,-3.0,27.0,-5.0,3.0,-2.0,;6.0,-48.0,8.0,-13.0,1.0,-1.0,3.0,-1.0,;-8.0,-2.0,-4.0,2.0,0.0,0.0,-2.0,0.0,;-6.0,-3.0,-5.0,0.0,-1.0,1.0,-0.0,1.0,;-8.0,-1.0,-4.0,-0.0,-2.0,1.0,-1.0,1.0,;0.0,1.0,-0.0,1.0,-0.0,0.0,-0.0,0.0,;0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,;
51.0,30.0,-40.0,-15.0,-9.0,4.0,3.0,-2.0,;-10.0,102.0,41.0,-19.0,-9.0,4.0,0.0,-0.0,;-1.0,-13.0,-6.0,0.0,9.0,4.0,1.0,1.0,;-19.0,-45.0,-13.0,-3.0,5.0,2.0,-1.0,0.0,;6.0,-4.0,7.0,4.0,-3.0,1.0,-1.0,-0.0,;-7.0,6.0,1.0,2.0,0.0,-2.0,1.0,0.0,;1.0,-4.0,-2.0,1.0,1.0,0.0,0.0,-0.0,;0.0,2.0,1.0,1.0,0.0,-1.0,0.0,-0.0,;
43.0,-127.0,-1.0,16.0,-5.0,9.0,3.0,-1.0,;-63.0,0.0,24.0,-16.0,-4.0,-3.0,2.0,-0.0,;-3.0,-8.0,1.0,-5.0,-1.0,5.0,0.0,2.0,;-38.0,44.0,6.0,5.0,-1.0,0.0,0.0,0.0,;3.0,20.0,-13.0,-2.0,1.0,-0.0,1.0,-1.0,;-4.0,1.0,1.0,-2.0,-1.0,0.0,-0.0,-0.0,;-0.0,1.0,1.0,-0.0,-1.0,-1.0,0.0,0.0,;-1.0,1.0,-1.0,-0.0,-0.0,0.0,0.0,-0.0,;
