235.0,-33.0,-6.0,-3.0,1.0,-5.0,-1.0,-0.0,;33.0,-22.0,4.0,5.0,-2.0,0.0,-1.0,-0.0,;-3.0,-11.0,-9.0,4.0,0.0,1.0,1.0,0.0,;-0.0,-5.0,-10.0,-7.0,2.0,1.0,-0.0,0.0,;3.0,-2.0,0.0,-1.0,-1.0,0.0,0.0,0.0,;-1.0,4.0,-1.0,1.0,-0.0,0.0,1.0,0.0,;-1.0,-1.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,;0.0,0.0,-1.0,0.0,-0.0,-0.0,0.0,0.0,;
273.0,-4.0,-4.0,1.0,-2.0,1.0,2.0,0.0,;-7.0,38.0,-4.0,9.0,2.0,-2.0,-1.0,0.0,;-24.0,-2.0,9.0,2.0,-1.0,1.0,1.0,-0.0,;-2.0,-4.0,3.0,2.0,1.0,-1.0,-0.0,0.0,;2.0,1.0,5.0,0.0,-0.0,-0.0,0.0,-0.0,;-2.0,-5.0,-1.0,-0.0,-0.0,-0.0,0.0,0.0,;0.0,-0.0,1.0,0.0,0.0,-0.0,-0.0,-0.0,;-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,;
241.0,25.0,-5.0,-9.0,6.0,2.0,-2.0,0.0,;-33.0,-14.0,-2.0,-0.0,5.0,-0.0,-2.0,0.0,;-9.0,4.0,-11.0,4.0,0.0,-1.0,0.0,0.0,;14.0,5.0,-4.0,5.0,-1.0,-1.0,1.0,-0.0,;2.0,11.0,4.0,-1.0,-1.0,-0.0,1.0,-0.0,;7.0,-2.0,-1.0,1.0,-1.0,-0.0,0.0,0.0,;3.0,-0.0,-1.0,1.0,-0.0,0.0,0.0,-0.0,;-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,;
194.0,-8.0,26.0,-1.0,-6.0,2.0,-0.0,0.0,;-10.0,5.0,17.0,-11.0,-5.0,1.0,-0.0,0.0,;-2.0,-6.0,0.0,6.0,1.0,-2.0,-1.0,-0.0,;-1.0,-2.0,-11.0,5.0,2.0,0.0,-0.0,-0.0,;4.0,3.0,3.0,-3.0,-0.0,1.0,-0.0,0.0,;-3.0,1.0,2.0,1.0,-1.0,-0.0,-0.0,0.0,;0.0,-3.0,-2.0,1.0,1.0,0.0,0.0,0.0,;0.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,;
217.0,-14.0,-9.0,-15.0,-7.0,3.0,0.0,1.0,;-11.0,5.0,-14.0,18.0,-9.0,0.0,2.0,-1.0,;-23.0,-19.0,3.0,10.0,2.0,1.0,0.0,1.0,;-1.0,-0.0,5.0,2.0,1.0,-1.0,0.0,0.0,;-4.0,-10.0,0.0,1.0,-1.0,1.0,-1.0,-0.0,;-1.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,0.0,;-0.0,-0.0,1.0,1.0,0.0,0.0,0.0,-0.0,;-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,;
247.0,-14.0,7.0,-13.0,-2.0,-2.0,-3.0,-1.0,;-7.0,0.0,10.0,11.0,-4.0,-0.0,-0.0,-1.0,;13.0,-5.0,-9.0,-0.0,1.0,-1.0,1.0,-0.0,;-3.0,1.0,-1.0,-4.0,5.0,0.0,-0.0,-0.0,;-4.0,-2.0,2.0,-0.0,-1.0,-0.0,-0.0,-0.0,;-4.0,-1.0,0.0,0.0,-1.0,-0.0,-0.0,0.0,;-1.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,;-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,;
234.0,79.0,-26.0,-3.0,9.0,-2.0,-1.0,-1.0,;61.0,-44.0,7.0,7.0,-6.0,2.0,-1.0,1.0,;5.0,-15.0,21.0,-10.0,8.0,-3.0,-1.0,-1.0,;-8.0,15.0,-15.0,6.0,-3.0,-1.0,3.0,-0.0,;6.0,-4.0,0.0,3.0,-1.0,1.0,-1.0,0.0,;-2.0,-1.0,1.0,-2.0,1.0,-1.0,-0.0,-0.0,;-1.0,1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,;0.0,-0.0,-0.0,-0.0,-0.0,0.0,-1.0,0.0,;
166.0,13.0,-40.0,0.0,10.0,5.0,1.0,-1.0,;-54.0,-30.0,-9.0,24.0,-6.0,4.0,3.0,1.0,;2.0,4.0,14.0,16.0,12.0,4.0,2.0,-2.0,;9.0,12.0,14.0,3.0,4.0,-1.0,-2.0,-3.0,;6.0,-9.0,2.0,-0.0,-1.0,-1.0,-2.0,-1.0,;-3.0,-1.0,-1.0,-0.0,1.0,-2.0,-1.0,0.0,;0.0,0.0,1.0,-1.0,-0.0,-0.0,-0.0,-0.0,;0.0,-0.0,-0.0,1.0,0.0,-0.0,-0.0,0.0,;
113.0,1.0,48.0,-38.0,9.0,1.0,-6.0,3.0,;36.0,-22.0,-2.0,-17.0,-10.0,4.0,-1.0,-3.0,;22.0,-12.0,0.0,21.0,-6.0,2.0,-0.0,-2.0,;-14.0,-2.0,8.0,-2.0,3.0,-4.0,3.0,2.0,;3.0,3.0,-0.0,3.0,0.0,-1.0,-0.0,1.0,;6.0,-0.0,0.0,0.0,-1.0,2.0,-1.0,-0.0,;-3.0,1.0,-0.0,0.0,1.0,-0.0,0.0,-0.0,;1.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,;
43.0,52.0,52.0,-7.0,7.0,4.0,2.0,-1.0,;38.0,150.0,-39.0,-10.0,10.0,0.0,-0.0,-1.0,;16.0,-30.0,-44.0,15.0,-4.0,2.0,-1.0,1.0,;-13.0,-20.0,12.0,7.0,-0.0,4.0,-0.0,1.0,;11.0,2.0,6.0,-1.0,2.0,-4.0,-0.0,0.0,;-1.0,2.0,-0.0,-1.0,-1.0,-1.0,1.0,-0.0,;-1.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,;1.0,1.0,1.0,-0.0,-0.0,-1.0,-0.0,-0.0,;
212.0,-70.0,-5.0,-3.0,-4.0,-2.0,-0.0,-1.0,;-2.0,23.0,-44.0,-24.0,-5.0,-1.0,0.0,-0.0,;6.0,-9.0,-29.0,1.0,-1.0,-2.0,-1.0,1.0,;-21.0,-36.0,-4.0,-3.0,-1.0,1.0,0.0,0.0,;4.0,2.0,4.0,-2.0,1.0,2.0,-0.0,0.0,;-2.0,-4.0,2.0,1.0,1.0,0.0,0.0,-0.0,;-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,;0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,;
188.0,27.0,-44.0,12.0,0.0,-3.0,3.0,1.0,;2.0,-22.0,1.0,-17.0,7.0,3.0,-0.0,1.0,;-7.0,11.0,2.0,-8.0,-3.0,-0.0,0.0,-1.0,;-8.0,26.0,-9.0,13.0,0.0,-1.0,-0.0,0.0,;9.0,-20.0,5.0,3.0,-0.0,0.0,-1.0,-0.0,;8.0,5.0,-1.0,-1.0,0.0,0.0,1.0,0.0,;1.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,;0.0,-1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,;
189.0,-18.0,-47.0,-8.0,-1.0,1.0,1.0,0.0,;-22.0,21.0,-16.0,-2.0,-2.0,1.0,2.0,-1.0,;6.0,5.0,28.0,10.0,0.0,-1.0,-0.0,-1.0,;-6.0,2.0,4.0,-5.0,4.0,-2.0,-1.0,-1.0,;-3.0,7.0,-5.0,-1.0,0.0,-1.0,-0.0,-0.0,;1.0,-0.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,;-1.0,1.0,1.0,-1.0,1.0,-0.0,0.0,-0.0,;0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,;
220.0,-27.0,-18.0,8.0,-2.0,-2.0,-0.0,0.0,;20.0,-11.0,-6.0,3.0,-6.0,-2.0,-0.0,0.0,;-0.0,12.0,-1.0,0.0,0.0,1.0,-0.0,-1.0,;12.0,14.0,-6.0,5.0,0.0,1.0,1.0,1.0,;7.0,2.0,5.0,2.0,-2.0,-1.0,-0.0,-0.0,;-8.0,-4.0,1.0,1.0,1.0,0.0,-0.0,-0.0,;-1.0,1.0,-0.0,1.0,0.0,-0.0,0.0,0.0,;0.0,-1.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,;
4.0,180.0,154.0,-39.0,-2.0,-2.0,-1.0,2.0,;8.0,-56.0,61.0,15.0,-4.0,-3.0,-4.0,2.0,;9.0,1.0,-24.0,-10.0,2.0,5.0,-1.0,-0.0,;-2.0,-14.0,-0.0,1.0,-0.0,-0.0,0.0,-1.0,;-2.0,-4.0,4.0,2.0,-0.0,0.0,-1.0,1.0,;0.0,1.0,-0.0,-1.0,-0.0,0.0,0.0,-0.0,;-0.0,-0.0,-0.0,-1.0,0.0,-0.0,-0.0,-0.0,;0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,;
182.0,73.0,-58.0,-23.0,-16.0,-1.0,-1.0,-1.0,;-67.0,109.0,-10.0,2.0,10.0,-2.0,1.0,0.0,;-29.0,19.0,-35.0,-1.0,6.0,-2.0,0.0,-0.0,;8.0,-7.0,8.0,-1.0,2.0,-1.0,0.0,0.0,;-6.0,-7.0,6.0,-3.0,-1.0,0.0,-0.0,-0.0,;-1.0,-3.0,1.0,0.0,-1.0,2.0,-0.0,0.0,;3.0,-2.0,1.0,-0.0,-0.0,0.0,-0.0,0.0,;-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,;
-16.0,14.0,65.0,-1.0,3.0,-2.0,-0.0,-1.0,;20.0,-184.0,-9.0,5.0,3.0,0.0,0.0,0.0,;48.0,2.0,-24.0,-2.0,-3.0,-2.0,0.0,0.0,;5.0,27.0,-2.0,13.0,1.0,-0.0,-1.0,-1.0,;6.0,6.0,-7.0,2.0,4.0,-0.0,1.0,0.0,;-5.0,-2.0,1.0,-2.0,0.0,1.0,-0.0,0.0,;-0.0,0.0,-2.0,-0.0,-0.0,-0.0,0.0,-0.0,;-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,;
171.0,-54.0,-37.0,0.0,-2.0,-2.0,-0.0,1.0,;74.0,52.0,28.0,6.0,6.0,1.0,1.0,1.0,;-18.0,-56.0,-3.0,10.0,6.0,3.0,-0.0,1.0,;20.0,-19.0,-15.0,-6.0,-2.0,0.0,0.0,-0.0,;-1.0,-2.0,6.0,4.0,1.0,-0.0,0.0,-0.0,;-4.0,1.0,1.0,1.0,-0.0,-1.0,0.0,0.0,;-1.0,-1.0,-2.0,0.0,-1.0,-0.0,0.0,-0.0,;0.0,0.0,1.0,0.0,0.0,0.0,-0.0,-0.0,;
244.0,-6.0,-17.0,-21.0,-3.0,1.0,-0.0,1.0,;-17.0,10.0,1.0,10.0,1.0,0.0,0.0,-0.0,;-16.0,-4.0,-9.0,4.0,4.0,-0.0,0.0,-0.0,;-24.0,-5.0,10.0,-10.0,4.0,2.0,0.0,1.0,;9.0,-0.0,1.0,3.0,2.0,-0.0,0.0,-0.0,;6.0,-1.0,-1.0,1.0,1.0,0.0,-0.0,0.0,;-3.0,-0.0,1.0,-1.0,0.0,0.0,-0.0,-0.0,;2.0,0.0,-0.0,1.0,0.0,-0.0,0.0,-0.0,;
224.0,20.0,21.0,11.0,-8.0,1.0,-1.0,-0.0,;-12.0,24.0,18.0,-9.0,-15.0,1.0,-0.0,1.0,;-9.0,8.0,-3.0,1.0,-2.0,3.0,0.0,-1.0,;-10.0,7.0,-3.0,-1.0,4.0,1.0,-1.0,1.0,;1.0,7.0,3.0,-1.0,1.0,-0.0,-0.0,1.0,;1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,;-1.0,0.0,0.0,1.0,0.0,-0.0,-0.0,0.0,;0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,;
198.0,-22.0,-5.0,-24.0,7.0,-0.0,-2.0,2.0,;-27.0,11.0,-14.0,-5.0,0.0,1.0,-2.0,1.0,;-18.0,-14.0,-4.0,-9.0,-5.0,-1.0,2.0,-0.0,;-1.0,-21.0,-10.0,5.0,-3.0,-1.0,2.0,-1.0,;4.0,4.0,-2.0,2.0,-2.0,-0.0,1.0,-1.0,;1.0,-2.0,-1.0,2.0,-0.0,-0.0,0.0,0.0,;-1.0,-1.0,1.0,-1.0,-1.0,1.0,-0.0,0.0,;0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,;
212.0,-12.0,12.0,11.0,8.0,2.0,-2.0,2.0,;-16.0,-40.0,-1.0,2.0,6.0,3.0,-1.0,-1.0,;3.0,16.0,-1.0,-3.0,-2.0,-2.0,2.0,-1.0,;7.0,2.0,-1.0,-6.0,3.0,-0.0,-0.0,-0.0,;-7.0,3.0,4.0,2.0,0.0,1.0,-1.0,1.0,;-6.0,3.0,4.0,-1.0,0.0,-1.0,0.0,0.0,;2.0,-3.0,-1.0,0.0,-0.0,0.0,0.0,-0.0,;-1.0,1.0,1.0,-0.0,0.0,-0.0,-0.0,0.0,;
171.0,32.0,18.0,8.0,8.0,-2.0,1.0,-1.0,;10.0,19.0,-10.0,-5.0,2.0,2.0,1.0,-0.0,;-11.0,4.0,23.0,-2.0,-1.0,-2.0,1.0,-0.0,;-4.0,-16.0,11.0,0.0,3.0,-1.0,-1.0,0.0,;-13.0,6.0,-1.0,-0.0,-2.0,-1.0,-0.0,-0.0,;3.0,-3.0,0.0,1.0,1.0,1.0,-0.0,0.0,;-0.0,0.0,0.0,0.0,0.0,-1.0,-0.0,-0.0,;-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,;
123.0,-6.0,-29.0,7.0,8.0,1.0,-0.0,-2.0,;-7.0,-0.0,5.0,-1.0,-2.0,0.0,-0.0,0.0,;15.0,-12.0,16.0,-2.0,7.0,2.0,1.0,0.0,;-9.0,-6.0,2.0,-2.0,-1.0,2.0,2.0,1.0,;4.0,-1.0,0.0,-1.0,-3.0,-0.0,1.0,1.0,;5.0,-1.0,4.0,2.0,0.0,2.0,-1.0,-0.0,;-3.0,1.0,1.0,0.0,-0.0,-0.0,-0.0,-0.0,;1.0,-1.0,0.0,0.0,-0.0,0.0,-0.0,0.0,;
102.0,16.0,24.0,-3.0,-7.0,-3.0,2.0,1.0,;-73.0,-2.0,33.0,1.0,4.0,1.0,2.0,-1.0,;-11.0,13.0,24.0,-8.0,0.0,2.0,2.0,3.0,;-0.0,-6.0,-15.0,-3.0,-0.0,3.0,2.0,1.0,;-13.0,3.0,3.0,5.0,2.0,-1.0,-1.0,0.0,;-4.0,4.0,-1.0,-0.0,-1.0,-1.0,0.0,1.0,;0.0,-1.0,-2.0,-1.0,1.0,1.0,1.0,0.0,;-0.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,0.0,;
140.0,-26.0,-17.0,-13.0,-2.0,0.0,-1.0,0.0,;21.0,10.0,11.0,-2.0,-4.0,-0.0,1.0,-1.0,;10.0,-7.0,-9.0,-1.0,2.0,3.0,2.0,-0.0,;-17.0,-1.0,2.0,2.0,-1.0,-1.0,0.0,2.0,;1.0,5.0,5.0,-5.0,-2.0,0.0,-0.0,-0.0,;-2.0,-1.0,-2.0,1.0,-1.0,-0.0,-0.0,-1.0,;1.0,0.0,1.0,2.0,0.0,-1.0,0.0,0.0,;-1.0,0.0,-0.0,-1.0,-0.0,0.0,-0.0,-0.0,;
155.0,10.0,-18.0,4.0,11.0,-1.0,2.0,0.0,;34.0,-27.0,7.0,2.0,1.0,-4.0,1.0,1.0,;-1.0,-7.0,-0.0,6.0,-3.0,-2.0,0.0,-1.0,;12.0,-11.0,8.0,-2.0,-4.0,1.0,-1.0,0.0,;2.0,-14.0,2.0,4.0,1.0,1.0,-0.0,-0.0,;-5.0,1.0,-3.0,-0.0,1.0,1.0,-0.0,-0.0,;1.0,2.0,1.0,-1.0,0.0,0.0,-0.0,-0.0,;-0.0,-1.0,-1.0,1.0,0.0,-0.0,0.0,-0.0,;
